"species","species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29888,2015,113
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29889,2015,113
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,49075,29890,2015,127
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,48384,29891,2015,121
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,49075,29892,2015,127
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,29893,2015,113
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,48384,48470,2015,121
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-3.05,7.42,7.73,20.48,47347,48471,2015,113
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29894,2015,231
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29895,2015,231
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29897,2015,231
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29898,2015,231
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29899,2015,231
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,49075,29900,2015,126
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29902,2015,231
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,49075,29903,2015,126
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,49075,29904,2015,126
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29905,2015,231
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29906,2015,231
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29907,2015,231
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29909,2015,231
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,29910,2015,231
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,48476,2015,231
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,49075,48477,2015,126
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-5.44,4.47,4.53,15.66,47693,48479,2015,231
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29912,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50803,29913,2015,147
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50803,29914,2015,147
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29915,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29916,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29917,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50803,29918,2015,147
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29919,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50803,29921,2015,147
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50803,29922,2015,147
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29923,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29925,2015,142
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,29926,2015,142
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50112,48480,2015,135
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,49766,48481,2015,133
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-6.63,3.11,2.67,13.14,50458,77754,2015,142
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,48384,29941,2015,122
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29942,2015,136
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29949,2015,136
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29950,2015,136
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29951,2015,136
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29952,2015,136
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29955,2015,136
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29956,2015,136
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,50112,29957,2015,136
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,48384,29958,2015,122
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-3.16,7.18,8.82,20.98,48384,56415,2015,122
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",-2.99,7.32,9.11,21.32,46310,48465,2015,104
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30491,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30494,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30495,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30497,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30498,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,49075,30499,2015,126
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30501,2015,137
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,48730,30502,2015,123
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,51149,30503,2015,150
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,30504,2015,137
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,47002,30505,2015,108
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,49075,30506,2015,126
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,48384,50699,2015,119
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,49075,50700,2015,126
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,50736,2015,137
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50112,50737,2015,137
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,49075,50738,2015,126
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-2.62,7.89,8.27,21.4,50458,114723,2015,206
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33214,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33215,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33218,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33219,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33223,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33224,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33225,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33226,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33227,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33229,2015,114
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33230,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33232,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33233,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33234,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33235,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33236,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33237,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33239,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33240,2015,114
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33241,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,33243,2015,114
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lagoons",398,"<800m",-2.62,8.12,8.27,21.34,47693,75836,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-2.62,8.12,8.27,21.34,49421,33124,2015,128
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-2.62,8.12,8.27,21.34,47693,33131,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-2.62,8.12,8.27,21.34,47693,33134,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-2.62,8.12,8.27,21.34,48730,33135,2015,122
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-2.62,8.12,8.27,21.34,49421,75839,2015,128
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-2.62,8.12,8.27,21.34,48384,33191,2015,119
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-2.62,8.12,8.27,21.34,48384,33192,2015,119
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-2.62,8.12,8.27,21.34,48384,33193,2015,119
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-2.62,8.12,8.27,21.34,48384,33195,2015,119
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-2.62,8.12,8.27,21.34,48384,33197,2015,119
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33136,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33138,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,50458,33139,2015,142
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,50112,33140,2015,136
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33141,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33142,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33145,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33146,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,46656,33148,2015,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,46656,33151,2015,107
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,48730,33153,2015,122
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33156,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33157,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,33158,2015,114
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,48730,33160,2015,122
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,48730,75569,2015,122
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,46656,75570,2015,107
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,75571,2015,114
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,75572,2015,114
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,75573,2015,114
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-2.62,8.12,8.27,21.34,47693,75574,2015,114
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33169,2015,258
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33170,2015,258
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33172,2015,258
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33175,2015,258
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33176,2015,258
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33179,2015,258
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33180,2015,258
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33182,2015,258
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33184,2015,258
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,33185,2015,258
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-2.75,8.02,8.06,21.04,43891,75833,2015,258
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome AQ",2017,">1300m",-7.14,2.57,1.87,11.99,50112,49725,2015,135
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome AQ",2017,">1300m",-7.14,2.57,1.87,11.99,50458,49732,2015,142
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome AQ",2017,">1300m",-7.14,2.57,1.87,11.99,50458,49734,2015,142
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49979,2015,139
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49980,2015,139
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50803,49981,2015,145
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49982,2015,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49983,2015,132
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49984,2015,139
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49985,2015,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49986,2015,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,48384,49987,2015,121
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49988,2015,132
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49989,2015,132
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,47347,49990,2015,112
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,49766,49991,2015,132
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,48384,49994,2015,121
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49995,2015,139
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49996,2015,139
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Cataloochee Ranger Stn",807,"800-1300m",-3.67,6.4,7.42,19.41,50458,49997,2015,139
